epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,4515.17,1.06239,1.00284,1.39074,0.72068,0.5936,0.613,0.43471,1.32215,1.61269,1.57068,0.000834822,0.000834822,0.000834822
23,4719.16,1.05277,1.01818,1.38982,0.69058,0.61907,0.6127,0.43933,1.31909,1.38223,1.54372,0.000806528,0.000806528,0.000806528
24,4924.2,1.06529,1.01413,1.39821,0.7611,0.60563,0.63038,0.44361,1.31806,1.4658,1.54321,0.000778233,0.000778233,0.000778233
25,5127.68,1.05321,0.97648,1.39036,0.65489,0.60932,0.60821,0.43951,1.26983,1.52596,1.50938,0.000749939,0.000749939,0.000749939
26,5331.45,1.01881,0.95428,1.36107,0.8184,0.56686,0.62283,0.44585,1.24573,1.54397,1.47408,0.000721645,0.000721645,0.000721645
27,5535.82,1.00656,0.95052,1.35653,0.71057,0.58249,0.61158,0.45409,1.24249,1.4144,1.45173,0.000693351,0.000693351,0.000693351
28,5748.18,0.9876,0.91834,1.3411,0.72374,0.58868,0.61961,0.45944,1.26185,1.52758,1.48352,0.000665057,0.000665057,0.000665057
29,5973.14,0.99267,0.91595,1.33549,0.80237,0.59583,0.64697,0.47333,1.24666,1.42588,1.49206,0.000636762,0.000636762,0.000636762
30,6177.87,0.99711,0.91046,1.34611,0.71194,0.59421,0.61021,0.43361,1.30652,1.56534,1.56225,0.000608468,0.000608468,0.000608468
31,6382.24,0.98714,0.90194,1.34506,0.73577,0.62212,0.66162,0.47688,1.22516,1.34655,1.46504,0.000580174,0.000580174,0.000580174
32,6587.22,0.97074,0.87692,1.32371,0.73104,0.63699,0.656,0.47921,1.23858,1.34144,1.46436,0.00055188,0.00055188,0.00055188
33,6792.07,0.95049,0.8504,1.29986,0.78419,0.60918,0.64785,0.4744,1.23618,1.45368,1.47631,0.000523586,0.000523586,0.000523586
34,6996.63,0.96555,0.86208,1.32016,0.71287,0.60872,0.64415,0.48461,1.20284,1.36464,1.42902,0.000495291,0.000495291,0.000495291
35,7201,0.94938,0.86265,1.30049,0.75072,0.6414,0.67068,0.49645,1.21267,1.38383,1.43476,0.000466997,0.000466997,0.000466997
36,7405.28,0.94398,0.84862,1.29041,0.81929,0.5817,0.64404,0.48918,1.20363,1.42095,1.44213,0.000438703,0.000438703,0.000438703
37,7610.06,0.94092,0.84445,1.29405,0.82521,0.60103,0.65221,0.4871,1.20275,1.38281,1.43606,0.000410409,0.000410409,0.000410409
38,7817.01,0.91223,0.80459,1.27825,0.84922,0.59654,0.65971,0.48938,1.20069,1.45789,1.42408,0.000382115,0.000382115,0.000382115
39,8021.46,0.90508,0.79338,1.26721,0.78963,0.6186,0.66145,0.49214,1.21938,1.46149,1.44557,0.00035382,0.00035382,0.00035382
40,8226.28,0.9127,0.82012,1.27559,0.85682,0.59032,0.66217,0.49021,1.18384,1.32622,1.41814,0.000325526,0.000325526,0.000325526
41,8423.5,0.91812,0.74371,1.29913,0.76273,0.63791,0.67117,0.49773,1.18414,1.22461,1.42266,0.000297232,0.000297232,0.000297232
42,8627.13,0.88927,0.71729,1.2634,0.80682,0.61644,0.66437,0.50589,1.16328,1.39276,1.40647,0.000268938,0.000268938,0.000268938
43,8825.85,0.87897,0.6947,1.24895,0.80155,0.61457,0.6785,0.50519,1.14867,1.39346,1.41082,0.000240644,0.000240644,0.000240644
44,9022.84,0.87098,0.69346,1.25796,0.80507,0.63157,0.6808,0.51597,1.13963,1.39858,1.38954,0.000212349,0.000212349,0.000212349
45,9220.19,0.85811,0.676,1.23807,0.8185,0.63176,0.68994,0.5199,1.10881,1.24831,1.3724,0.000184055,0.000184055,0.000184055
46,9417.42,0.83567,0.66315,1.23137,0.8081,0.62836,0.68017,0.51332,1.12345,1.31729,1.39073,0.000155761,0.000155761,0.000155761
47,9617.73,0.83383,0.65187,1.21716,0.81141,0.63087,0.68054,0.52295,1.14426,1.38467,1.3992,0.000127467,0.000127467,0.000127467
48,9814.99,0.80331,0.63741,1.20113,0.83866,0.62746,0.67931,0.53201,1.12419,1.43922,1.38973,9.91726e-05,9.91726e-05,9.91726e-05
49,10011.8,0.80334,0.63355,1.20105,0.80524,0.6404,0.69251,0.53444,1.09984,1.33695,1.36966,7.08784e-05,7.08784e-05,7.08784e-05
50,10209.4,0.79347,0.63663,1.19391,0.82124,0.62626,0.68395,0.53043,1.09475,1.34167,1.35861,4.25842e-05,4.25842e-05,4.25842e-05
