epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,11966.2,0.45706,0.31201,0.96414,0.96359,1,0.98013,0.80456,0.73865,0.35097,1.10495,0.0007526,0.0007526,0.0007526
65,12146.5,0.45941,0.30536,0.96417,0.96436,1,0.98323,0.8389,0.6876,0.32931,1.0714,0.0007328,0.0007328,0.0007328
66,12326.8,0.44861,0.3151,0.95498,0.96428,1,0.98693,0.83982,0.68938,0.33016,1.06469,0.000713,0.000713,0.000713
67,12507.4,0.43422,0.30136,0.9467,0.96135,1,0.98615,0.83005,0.70298,0.34226,1.08379,0.0006932,0.0006932,0.0006932
68,12687.4,0.4298,0.29617,0.94562,0.9655,0.99962,0.99031,0.83138,0.66706,0.31515,1.05511,0.0006734,0.0006734,0.0006734
69,12868.4,0.4267,0.28973,0.94674,0.96534,1,0.98802,0.81881,0.67673,0.31125,1.05944,0.0006536,0.0006536,0.0006536
70,13049.4,0.43474,0.29407,0.9467,0.96538,0.99607,0.98886,0.82928,0.6752,0.33271,1.06774,0.0006338,0.0006338,0.0006338
71,13229.3,0.43148,0.29683,0.93464,0.9642,1,0.98617,0.81901,0.68253,0.33164,1.07564,0.000614,0.000614,0.000614
72,13409,0.42967,0.29128,0.9538,0.96431,1,0.98531,0.82318,0.68101,0.32219,1.06997,0.0005942,0.0005942,0.0005942
73,13589.1,0.40525,0.27274,0.93867,0.9642,1,0.98942,0.83883,0.6774,0.31138,1.06056,0.0005744,0.0005744,0.0005744
74,13769.2,0.41786,0.28365,0.94358,0.96534,1,0.98125,0.82928,0.67535,0.32819,1.05559,0.0005546,0.0005546,0.0005546
75,13949.5,0.42277,0.28469,0.94715,0.96547,0.99854,0.98776,0.82541,0.68891,0.32186,1.06794,0.0005348,0.0005348,0.0005348
76,14129.3,0.42761,0.2866,0.94879,0.96458,1,0.98297,0.8147,0.71786,0.33898,1.09504,0.000515,0.000515,0.000515
77,14309.1,0.40517,0.27092,0.93625,0.96478,1,0.98919,0.82772,0.69828,0.32068,1.09135,0.0004952,0.0004952,0.0004952
78,14488.6,0.40721,0.27209,0.94625,0.96421,1,0.99089,0.82635,0.68525,0.31793,1.06949,0.0004754,0.0004754,0.0004754
79,14668.3,0.42117,0.27251,0.94045,0.94586,1,0.98238,0.82828,0.69052,0.33821,1.06156,0.0004556,0.0004556,0.0004556
80,14849.4,0.38713,0.27142,0.93632,0.94765,1,0.9905,0.84183,0.66545,0.32722,1.04729,0.0004358,0.0004358,0.0004358
81,15029.1,0.39535,0.27205,0.93209,0.94791,1,0.98818,0.82745,0.66763,0.32885,1.05707,0.000416,0.000416,0.000416
82,15208.6,0.3999,0.27183,0.93327,0.96545,0.99797,0.97605,0.81228,0.70994,0.33424,1.08802,0.0003962,0.0003962,0.0003962
83,15388.5,0.4009,0.26849,0.92936,0.96549,0.99933,0.97065,0.81851,0.66842,0.32401,1.0664,0.0003764,0.0003764,0.0003764
84,15569.6,0.38084,0.25582,0.92105,0.96547,0.99859,0.9743,0.81084,0.70132,0.33138,1.09291,0.0003566,0.0003566,0.0003566
85,15751,0.39967,0.27048,0.92554,0.96546,0.99824,0.96728,0.81697,0.67039,0.31644,1.06237,0.0003368,0.0003368,0.0003368
86,15930.6,0.39039,0.2665,0.91965,0.9655,0.99956,0.9841,0.82909,0.66613,0.30584,1.05508,0.000317,0.000317,0.000317
87,16110.6,0.36644,0.25591,0.91961,0.96425,1,0.97772,0.8091,0.71988,0.33819,1.10358,0.0002972,0.0002972,0.0002972
88,16290.4,0.37098,0.24942,0.9179,0.96396,1,0.97787,0.81524,0.68275,0.31842,1.08395,0.0002774,0.0002774,0.0002774
89,16470.3,0.37048,0.2564,0.91758,0.96466,1,0.97367,0.80827,0.69732,0.31572,1.09742,0.0002576,0.0002576,0.0002576
90,16650.3,0.36655,0.25405,0.91818,0.96547,0.99872,0.98219,0.82385,0.67395,0.30952,1.07226,0.0002378,0.0002378,0.0002378
91,16828.6,0.29777,0.20531,0.8692,0.96549,0.99929,0.97454,0.81158,0.68278,0.30619,1.07158,0.000218,0.000218,0.000218
92,17006.4,0.29941,0.19891,0.86791,0.94737,1,0.98031,0.81539,0.67784,0.30812,1.06504,0.0001982,0.0001982,0.0001982
93,17184.6,0.29566,0.18902,0.85798,0.96551,0.99984,0.97939,0.81205,0.6782,0.31217,1.077,0.0001784,0.0001784,0.0001784
94,17362.7,0.28976,0.18966,0.85455,0.96423,1,0.97742,0.81066,0.66853,0.29967,1.08324,0.0001586,0.0001586,0.0001586
95,17540.9,0.28901,0.18876,0.85774,0.96416,1,0.98524,0.82332,0.67715,0.30754,1.07969,0.0001388,0.0001388,0.0001388
96,17718.9,0.27252,0.18141,0.86135,0.96547,0.99869,0.98287,0.81208,0.6533,0.29468,1.07245,0.000119,0.000119,0.000119
97,17896.6,0.26819,0.17621,0.86127,0.96537,0.99562,0.98124,0.81543,0.67403,0.2987,1.08147,9.92e-05,9.92e-05,9.92e-05
98,18074.8,0.26343,0.17725,0.85254,0.96546,0.99836,0.98033,0.81423,0.66517,0.30121,1.07506,7.94e-05,7.94e-05,7.94e-05
99,18252.7,0.26999,0.17563,0.85185,0.96523,1,0.98251,0.82852,0.66278,0.29589,1.07097,5.96e-05,5.96e-05,5.96e-05
100,18430.8,0.2605,0.17154,0.84783,0.96529,1,0.97942,0.82651,0.66907,0.29731,1.07658,3.98e-05,3.98e-05,3.98e-05
