epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,8619.94,1.27778,0.87251,1.14402,0.78427,0.7095,0.75936,0.44346,1.45708,1.04076,1.29773,0.00107288,0.00107288,0.00107288
20,9051.13,1.25375,0.8251,1.11399,0.76917,0.76761,0.8087,0.47117,1.46896,0.98544,1.27301,0.00103987,0.00103987,0.00103987
21,9483.84,1.23491,0.82585,1.12055,0.76641,0.77044,0.79886,0.46923,1.44126,0.96131,1.26418,0.00100687,0.00100687,0.00100687
22,9916.79,1.21628,0.8085,1.104,0.77139,0.77218,0.82503,0.47014,1.4615,0.92156,1.27786,0.000973861,0.000973861,0.000973861
23,10348.4,1.20849,0.79971,1.10922,0.7891,0.77358,0.8071,0.47608,1.44292,0.90323,1.29105,0.000940855,0.000940855,0.000940855
24,10780.8,1.20458,0.77331,1.09726,0.79298,0.77056,0.81091,0.48088,1.40583,0.8866,1.25024,0.000907848,0.000907848,0.000907848
25,11245.8,1.16628,0.73363,1.09082,0.75837,0.83149,0.81924,0.49004,1.40507,0.87346,1.26073,0.000874842,0.000874842,0.000874842
26,11677.3,1.1694,0.72242,1.09071,0.81466,0.76846,0.79368,0.44346,1.47943,0.8993,1.30293,0.000841835,0.000841835,0.000841835
27,12108.6,1.16657,0.71531,1.08983,0.76543,0.75159,0.78296,0.46344,1.43424,0.94345,1.26601,0.000808828,0.000808828,0.000808828
28,12541.6,1.1214,0.69434,1.07368,0.79848,0.72881,0.79149,0.47427,1.38683,0.93628,1.25864,0.000775822,0.000775822,0.000775822
29,12974.3,1.10742,0.67199,1.06029,0.75685,0.75604,0.78543,0.45645,1.44639,0.93627,1.27061,0.000742815,0.000742815,0.000742815
30,13407,1.09746,0.66099,1.06123,0.74619,0.74584,0.78216,0.46381,1.42159,0.94317,1.25459,0.000709809,0.000709809,0.000709809
31,13839.4,1.07184,0.63637,1.04074,0.77935,0.76106,0.79878,0.47913,1.41432,0.92657,1.28047,0.000676802,0.000676802,0.000676802
32,14271.8,1.06321,0.63881,1.03991,0.78924,0.75285,0.79729,0.46367,1.41866,0.91623,1.27334,0.000643795,0.000643795,0.000643795
33,14703.5,1.05535,0.61256,1.03883,0.78697,0.76337,0.79801,0.4766,1.39082,0.90651,1.26532,0.000610789,0.000610789,0.000610789
34,15134.8,1.01708,0.60503,1.0198,0.79002,0.77504,0.81485,0.48588,1.40155,0.87223,1.25994,0.000577782,0.000577782,0.000577782
35,15568,1.02315,0.61526,1.02609,0.7895,0.75887,0.79934,0.47888,1.42985,0.90249,1.27758,0.000544776,0.000544776,0.000544776
36,16000.2,1.01437,0.58179,1.01865,0.79386,0.73072,0.80226,0.48046,1.41982,0.90517,1.29046,0.000511769,0.000511769,0.000511769
37,16431.5,0.99108,0.58333,1.01862,0.81804,0.73881,0.80459,0.47544,1.45046,0.92607,1.31126,0.000478762,0.000478762,0.000478762
38,16862.4,0.9987,0.58476,1.01087,0.74154,0.77603,0.77367,0.46432,1.4065,0.98302,1.2702,0.000445756,0.000445756,0.000445756
39,17294.4,0.9761,0.56096,1.00251,0.75108,0.79629,0.79406,0.47064,1.40548,0.92914,1.28222,0.000412749,0.000412749,0.000412749
40,17726.6,0.95755,0.55465,1.0009,0.79025,0.78052,0.79055,0.46666,1.40011,0.93216,1.27497,0.000379743,0.000379743,0.000379743
41,18155,0.88532,0.4774,0.97631,0.80594,0.74283,0.78633,0.46744,1.43579,0.93002,1.29378,0.000346736,0.000346736,0.000346736
42,18582.1,0.88464,0.45418,0.98117,0.77534,0.76475,0.78284,0.46711,1.42929,0.96007,1.27751,0.000313729,0.000313729,0.000313729
43,19010.1,0.85572,0.43155,0.96145,0.81034,0.75049,0.79192,0.47282,1.43108,0.92004,1.29816,0.000280723,0.000280723,0.000280723
44,19449.5,0.8391,0.42602,0.95299,0.75427,0.77434,0.7794,0.46363,1.41987,0.93931,1.2948,0.000247716,0.000247716,0.000247716
45,19878.1,0.81967,0.42818,0.95179,0.75228,0.78525,0.79291,0.47745,1.40278,0.92012,1.27859,0.00021471,0.00021471,0.00021471
46,20305.9,0.80731,0.40463,0.93977,0.83346,0.71863,0.79197,0.46889,1.40432,0.90341,1.28863,0.000181703,0.000181703,0.000181703
47,20733.3,0.78465,0.40511,0.93802,0.79425,0.7642,0.78908,0.47069,1.40708,0.89432,1.29412,0.000148696,0.000148696,0.000148696
48,21161,0.78327,0.40112,0.93304,0.807,0.76095,0.79191,0.46718,1.41128,0.90323,1.29642,0.00011569,0.00011569,0.00011569
49,21588.8,0.77371,0.39525,0.93344,0.7858,0.77595,0.79158,0.47218,1.40626,0.89268,1.29445,8.26832e-05,8.26832e-05,8.26832e-05
50,22016.4,0.74787,0.38447,0.92704,0.79373,0.77999,0.79249,0.4699,1.41015,0.90536,1.29139,4.96766e-05,4.96766e-05,4.96766e-05
