epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,10286.3,1.0985,0.70046,1.05949,0.69729,0.73893,0.70552,0.38102,1.47253,0.96579,1.30001,0.000990365,0.000990365,0.000990365
43,10507,1.08795,0.69895,1.04903,0.66609,0.74,0.68055,0.38816,1.4392,1.00922,1.27402,0.000973861,0.000973861,0.000973861
44,10727,1.09608,0.72119,1.05262,0.66629,0.67344,0.66967,0.38324,1.41661,1.01399,1.27056,0.000957358,0.000957358,0.000957358
45,10943.2,1.059,0.68808,1.03474,0.67371,0.6826,0.67582,0.37908,1.44105,1.01249,1.2877,0.000940855,0.000940855,0.000940855
46,11162,1.05613,0.68964,1.02817,0.61163,0.69995,0.62755,0.35217,1.43578,1.11633,1.28049,0.000924352,0.000924352,0.000924352
47,11378.4,1.04103,0.68144,1.02958,0.64054,0.72207,0.67868,0.37578,1.4383,1.04663,1.28845,0.000907848,0.000907848,0.000907848
48,11596.8,1.05404,0.67664,1.02839,0.65385,0.70002,0.69787,0.39569,1.40926,0.9917,1.27212,0.000891345,0.000891345,0.000891345
49,11815.1,1.04282,0.65236,1.03679,0.6981,0.65676,0.68216,0.38093,1.42672,1.04758,1.28455,0.000874842,0.000874842,0.000874842
50,12034.3,1.02779,0.65052,1.02128,0.67132,0.69314,0.6794,0.37509,1.44403,1.03866,1.29306,0.000858338,0.000858338,0.000858338
51,12251.7,1.01716,0.63617,1.02344,0.66231,0.70662,0.66872,0.36693,1.47498,1.08248,1.29604,0.000841835,0.000841835,0.000841835
52,12469.8,1.01413,0.64061,1.02357,0.63298,0.67765,0.6273,0.34919,1.43547,1.18241,1.27736,0.000825332,0.000825332,0.000825332
53,12689.1,1.01372,0.64471,1.02131,0.63773,0.71585,0.62578,0.34497,1.44879,1.07914,1.29918,0.000808828,0.000808828,0.000808828
54,12908.8,0.99413,0.63985,1.01337,0.68121,0.68863,0.63364,0.36034,1.42074,1.08607,1.29263,0.000792325,0.000792325,0.000792325
55,13127.3,1.00982,0.63325,1.01219,0.61966,0.78357,0.66325,0.37085,1.46316,1.03121,1.30093,0.000775822,0.000775822,0.000775822
56,13343,0.98323,0.61223,1.01678,0.61605,0.73043,0.61736,0.34313,1.44153,1.12022,1.31629,0.000759318,0.000759318,0.000759318
57,13558.1,0.96268,0.60205,0.99886,0.59429,0.70088,0.60725,0.34528,1.42078,1.26107,1.28068,0.000742815,0.000742815,0.000742815
